participant.id_in_session,participant.risky_urn5_color_code1,participant.risky_urn5_color_code2,participant.risky_urn2_color_code,participant.risky_urn5_num_color1,participant.risky_urn5_num_color2,participant.risky_urn2_num_color,participant.amb1_urn5_color_code1,participant.amb1_urn5_color_code2,participant.amb1_urn2_color_code,participant.amb1_urn5_num_color1,participant.amb1_urn5_num_color2,participant.amb1_urn2_num_color,participant.amb2_urn5_color_code1,participant.amb2_urn5_color_code2,participant.amb2_urn2_color_code,participant.amb2_urn5_num_color1,participant.amb2_urn5_num_color2,participant.amb2_urn2_num_color,session.config.numballs,randomization.1.player.order1,randomization.1.player.order2,randomization.1.player.risk_order,randomization.1.player.ambiguity_order,randomization.1.player.amb1_urn5_colorevent1,randomization.1.player.amb1_urn5_colorevent2,randomization.1.player.amb1_urn2_colorevent,randomization.1.player.risky_urn5_colorevent1,randomization.1.player.risky_urn5_colorevent2,randomization.1.player.risky_urn2_colorevent,randomization.1.player.amb2_urn5_colorevent1,randomization.1.player.amb2_urn5_colorevent2,randomization.1.player.amb2_urn2_colorevent,randomization.1.player.paid_round_1,randomization.1.player.roll_event_1,randomization.1.player.roll_BSR_paid_round_1,randomization.1.player.paid_table_2,randomization.1.player.paid_row_2,randomization.1.player.roll_lottery_2,randomization.1.player.paid_table_3,randomization.1.player.paid_row_3,randomization.1.player.ball_drawn_unknown,randomization.1.player.ball_drawn_known,randomization.1.player.paid_part
416,"[4, 12, 2, 5, 3]","[1, 6, 8, 11, 7]","[9, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 19, 15, 13, 20]","[17, 22, 18, 16, 24]","[14, 23]","[2, 1, 2, 4, 1]","[1, 1, 2, 3, 3]","[6, 4]","[11, 4, 8, 5, 9]","[7, 10, 6, 3, 12]","[1, 2]","[1, 2, 3, 3, 1]","[2, 2, 1, 3, 2]","[6, 4]",10,3,5,2,5,21,22,23,3,7,10,9,12,1,1,7,13.99573977,2,3,83,3,6,10,2,2
417,"[3, 5, 10, 8, 11]","[12, 6, 2, 9, 7]","[1, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[24, 18, 23, 19, 20]","[16, 13, 15, 14, 22]","[17, 21]","[1, 2, 1, 4, 2]","[0, 1, 1, 1, 7]","[3, 7]","[3, 5, 11, 4, 12]","[2, 1, 9, 8, 6]","[7, 10]","[1, 2, 2, 4, 1]","[0, 2, 2, 3, 3]","[7, 3]",10,1,1,2,5,18,14,21,3,7,1,4,6,7,6,10,77.23541944,3,25,38,3,2,5,10,2
418,"[3, 4, 5, 9, 6]","[1, 12, 7, 8, 10]","[2, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[14, 15, 21, 13, 22]","[18, 17, 24, 19, 20]","[16, 23]","[3, 0, 2, 1, 4]","[2, 5, 1, 1, 1]","[6, 4]","[12, 11, 2, 4, 8]","[6, 10, 3, 5, 1]","[7, 9]","[2, 2, 2, 1, 3]","[2, 6, 2, 0, 0]","[4, 6]",10,3,4,3,5,21,19,16,3,8,2,2,6,7,3,8,5.608737672,1,13,5,2,5,3,3,2
419,"[6, 5, 1, 2, 3]","[7, 9, 11, 10, 4]","[8, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 24, 19, 21, 14]","[22, 13, 16, 18, 23]","[17, 20]","[4, 2, 0, 1, 3]","[1, 3, 3, 1, 2]","[5, 5]","[12, 10, 4, 6, 3]","[1, 5, 2, 11, 9]","[7, 8]","[1, 3, 0, 4, 2]","[2, 1, 2, 1, 4]","[5, 5]",10,4,5,1,4,15,18,17,5,10,8,3,11,7,5,7,25.46348818,2,13,20,3,7,2,2,3
420,"[2, 1, 8, 4, 7]","[6, 12, 10, 9, 11]","[3, 5]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 21, 23, 13, 16]","[14, 15, 17, 18, 22]","[20, 24]","[4, 2, 1, 0, 3]","[1, 2, 1, 4, 2]","[4, 6]","[12, 9, 8, 11, 4]","[1, 3, 2, 6, 5]","[7, 10]","[2, 1, 3, 0, 4]","[2, 3, 2, 0, 3]","[4, 6]",10,3,4,4,2,16,15,24,1,6,3,8,6,10,4,2,15.26797291,2,26,83,2,6,8,1,1
421,"[4, 5, 10, 9, 6]","[11, 3, 8, 1, 7]","[2, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[24, 19, 13, 14, 20]","[16, 15, 22, 17, 18]","[21, 23]","[1, 2, 4, 1, 2]","[3, 0, 3, 2, 2]","[4, 6]","[2, 7, 8, 3, 1]","[5, 4, 10, 9, 11]","[6, 12]","[2, 1, 1, 3, 3]","[2, 4, 2, 1, 1]","[5, 5]",10,4,2,1,2,24,15,23,6,8,12,1,9,12,2,1,73.09292644,2,14,91,3,1,5,3,3
422,"[4, 12, 5, 6, 7]","[3, 11, 2, 1, 9]","[8, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[22, 15, 13, 18, 16]","[23, 24, 21, 20, 14]","[17, 19]","[3, 3, 1, 0, 3]","[1, 0, 3, 4, 2]","[5, 5]","[2, 9, 12, 11, 1]","[8, 10, 6, 5, 7]","[3, 4]","[2, 2, 1, 0, 5]","[1, 1, 2, 2, 4]","[7, 3]",10,6,4,1,6,18,20,17,12,3,10,1,6,4,5,9,13.86664155,1,5,1,2,4,10,7,3
423,"[3, 12, 1, 10, 8]","[5, 6, 4, 9, 7]","[2, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 18, 16, 13, 19]","[15, 14, 24, 23, 21]","[17, 22]","[2, 4, 1, 1, 2]","[1, 3, 2, 3, 1]","[5, 5]","[6, 5, 4, 2, 12]","[3, 10, 11, 8, 1]","[7, 9]","[4, 3, 0, 2, 1]","[2, 0, 1, 2, 5]","[2, 8]",10,1,6,1,4,18,21,17,12,7,11,2,10,7,2,3,44.45624519,2,5,11,3,10,9,1,1
424,"[11, 4, 7, 10, 2]","[8, 12, 9, 5, 6]","[1, 3]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 22, 18, 23, 14]","[19, 24, 13, 20, 21]","[15, 16]","[3, 1, 3, 1, 2]","[2, 2, 0, 4, 2]","[2, 8]","[4, 2, 10, 3, 6]","[9, 8, 11, 5, 12]","[1, 7]","[3, 3, 0, 3, 1]","[1, 1, 1, 4, 3]","[4, 6]",10,1,1,1,4,17,20,16,4,6,3,10,5,1,4,9,98.04971291,2,18,5,2,6,7,7,2
425,"[6, 7, 2, 5, 10]","[9, 3, 11, 4, 8]","[1, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[17, 22, 24, 20, 15]","[13, 16, 14, 23, 18]","[19, 21]","[3, 5, 0, 2, 0]","[2, 2, 2, 1, 3]","[8, 2]","[8, 11, 10, 4, 6]","[9, 3, 1, 12, 2]","[5, 7]","[4, 1, 2, 2, 1]","[3, 1, 2, 1, 3]","[5, 5]",10,5,2,3,1,17,18,19,10,9,12,4,2,7,5,10,44.19291601,1,27,73,1,3,3,3,1
426,"[7, 12, 6, 8, 1]","[4, 2, 11, 5, 10]","[3, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[23, 22, 21, 15, 18]","[16, 19, 20, 24, 17]","[13, 14]","[0, 3, 3, 4, 0]","[1, 4, 2, 1, 2]","[3, 7]","[4, 1, 12, 10, 5]","[11, 9, 7, 2, 3]","[6, 8]","[1, 2, 3, 2, 2]","[4, 3, 1, 1, 1]","[2, 8]",10,6,3,2,1,15,20,14,6,11,3,12,11,6,3,6,69.69064599,1,6,87,1,2,8,5,3
427,"[8, 10, 12, 2, 5]","[6, 3, 11, 9, 7]","[1, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 13, 17, 24, 18]","[19, 16, 20, 22, 14]","[15, 23]","[2, 2, 3, 2, 1]","[4, 1, 2, 1, 2]","[6, 4]","[3, 7, 4, 11, 12]","[5, 2, 6, 10, 1]","[8, 9]","[0, 3, 3, 1, 3]","[0, 1, 5, 1, 3]","[7, 3]",10,3,5,1,5,13,16,23,12,7,1,11,6,9,1,5,90.5010204,3,8,14,2,9,8,6,1
428,"[1, 4, 11, 12, 9]","[8, 2, 5, 10, 3]","[6, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 15, 19, 24, 20]","[17, 21, 16, 22, 23]","[14, 18]","[3, 1, 3, 2, 1]","[2, 3, 2, 2, 1]","[5, 5]","[7, 4, 11, 3, 12]","[10, 1, 5, 8, 2]","[6, 9]","[1, 3, 3, 1, 2]","[7, 0, 1, 1, 1]","[5, 5]",10,5,5,2,5,15,21,14,4,8,6,11,2,9,2,4,66.69670647,1,6,44,1,8,10,6,1
429,"[3, 4, 1, 11, 8]","[12, 9, 2, 6, 7]","[5, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[23, 19, 16, 14, 17]","[15, 22, 13, 20, 21]","[18, 24]","[2, 3, 2, 1, 2]","[1, 2, 1, 2, 4]","[3, 7]","[5, 4, 7, 2, 1]","[8, 10, 11, 9, 3]","[6, 12]","[1, 4, 3, 2, 0]","[1, 4, 3, 2, 0]","[5, 5]",10,2,6,3,5,14,15,18,11,7,10,4,3,12,4,9,46.13712624,2,7,44,2,7,1,7,1
430,"[3, 10, 12, 1, 2]","[6, 9, 4, 8, 11]","[5, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[22, 20, 23, 24, 13]","[15, 18, 19, 21, 14]","[16, 17]","[2, 0, 3, 2, 3]","[4, 2, 2, 0, 2]","[6, 4]","[8, 3, 7, 6, 4]","[1, 12, 9, 10, 2]","[5, 11]","[4, 2, 0, 2, 2]","[4, 0, 1, 2, 3]","[6, 4]",10,6,3,4,6,13,21,16,2,6,7,4,12,5,4,9,57.01212139,2,10,65,1,6,4,3,1
431,"[4, 6, 8, 3, 7]","[12, 9, 11, 2, 5]","[1, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 18, 22, 24, 19]","[16, 13, 20, 14, 23]","[15, 17]","[2, 3, 2, 1, 2]","[2, 2, 2, 2, 2]","[4, 6]","[9, 6, 5, 7, 1]","[10, 3, 4, 8, 12]","[2, 11]","[2, 2, 2, 4, 0]","[2, 1, 1, 5, 1]","[6, 4]",10,1,2,2,2,18,23,15,8,2,10,5,10,11,4,6,37.49680709,1,26,42,1,8,1,10,2
432,"[6, 7, 8, 9, 2]","[5, 12, 1, 3, 10]","[4, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 24, 19, 23, 18]","[21, 22, 14, 15, 13]","[16, 17]","[2, 3, 1, 1, 3]","[4, 1, 3, 0, 2]","[6, 4]","[7, 1, 8, 9, 11]","[10, 3, 5, 4, 2]","[6, 12]","[3, 1, 3, 0, 3]","[3, 3, 1, 3, 0]","[6, 4]",10,1,2,4,5,23,13,17,8,1,11,7,2,6,6,10,77.89870682,2,3,77,1,4,3,9,2
433,"[6, 4, 2, 3, 11]","[8, 9, 7, 12, 10]","[1, 5]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[16, 13, 14, 21, 20]","[18, 24, 17, 19, 23]","[15, 22]","[4, 0, 1, 2, 3]","[2, 3, 2, 2, 1]","[2, 8]","[2, 4, 12, 5, 11]","[10, 9, 3, 7, 6]","[1, 8]","[4, 1, 0, 1, 4]","[3, 1, 2, 2, 2]","[4, 6]",10,3,1,3,5,13,24,22,3,7,5,2,7,8,2,3,9.790836058,2,2,20,3,1,8,9,3
434,"[11, 3, 9, 12, 10]","[8, 1, 5, 7, 2]","[4, 6]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 14, 18, 22, 23]","[24, 20, 16, 19, 17]","[15, 21]","[2, 2, 2, 1, 3]","[2, 3, 2, 2, 1]","[4, 6]","[12, 7, 5, 2, 10]","[6, 8, 4, 1, 9]","[3, 11]","[4, 2, 1, 2, 1]","[2, 2, 1, 2, 3]","[6, 4]",10,1,4,2,5,13,16,15,9,8,6,2,9,11,6,2,97.80265708,2,25,46,1,4,10,7,3
435,"[9, 2, 6, 10, 4]","[7, 11, 5, 8, 3]","[1, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 20, 15, 22, 24]","[23, 16, 14, 13, 17]","[18, 21]","[1, 2, 4, 3, 0]","[2, 1, 2, 0, 5]","[5, 5]","[4, 9, 2, 8, 12]","[3, 5, 7, 1, 11]","[6, 10]","[1, 3, 2, 1, 3]","[0, 2, 2, 3, 3]","[5, 5]",10,3,5,6,3,15,16,18,10,7,12,12,5,10,2,3,22.32003679,1,26,55,3,2,8,4,3
436,"[6, 5, 12, 1, 4]","[7, 11, 9, 3, 2]","[8, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 22, 16, 14, 17]","[21, 19, 13, 24, 23]","[15, 18]","[4, 0, 1, 3, 2]","[2, 4, 0, 2, 2]","[4, 6]","[12, 7, 4, 5, 1]","[11, 3, 8, 10, 6]","[2, 9]","[3, 0, 0, 5, 2]","[1, 2, 3, 2, 2]","[6, 4]",10,6,6,2,4,22,24,18,4,9,8,5,11,2,1,3,7.099307272,3,22,57,3,7,5,8,3
437,"[2, 11, 12, 1, 5]","[6, 3, 10, 9, 8]","[4, 7]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 24, 23, 14, 21]","[13, 18, 17, 16, 15]","[19, 22]","[0, 3, 4, 2, 1]","[2, 1, 2, 4, 1]","[4, 6]","[12, 1, 9, 4, 11]","[6, 7, 5, 8, 2]","[3, 10]","[3, 2, 2, 1, 2]","[1, 4, 1, 2, 2]","[5, 5]",10,4,1,6,1,23,13,22,1,6,4,9,8,10,3,1,57.3232219,3,19,50,1,1,10,1,1
438,"[3, 11, 4, 8, 5]","[2, 6, 12, 7, 1]","[9, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 22, 14, 17, 16]","[19, 15, 24, 13, 23]","[20, 21]","[4, 1, 1, 1, 3]","[3, 0, 0, 3, 4]","[6, 4]","[6, 5, 2, 12, 3]","[10, 9, 1, 7, 11]","[4, 8]","[5, 1, 0, 2, 2]","[1, 2, 5, 2, 0]","[3, 7]",10,2,2,4,6,18,24,21,11,2,10,12,7,8,1,8,71.92647727,3,28,3,1,8,5,7,2
439,"[6, 4, 2, 7, 11]","[12, 8, 10, 9, 5]","[1, 3]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[15, 23, 19, 24, 14]","[13, 16, 22, 21, 20]","[17, 18]","[3, 1, 3, 1, 2]","[3, 2, 2, 0, 3]","[3, 7]","[1, 6, 3, 12, 11]","[7, 4, 2, 5, 10]","[8, 9]","[0, 3, 1, 3, 3]","[1, 2, 3, 1, 3]","[6, 4]",10,3,3,6,6,15,20,18,6,8,1,3,5,8,6,9,80.66009933,1,24,89,3,1,2,3,1
440,"[6, 3, 10, 2, 8]","[7, 5, 4, 11, 12]","[1, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[23, 22, 19, 24, 13]","[15, 16, 18, 17, 20]","[14, 21]","[1, 2, 3, 2, 2]","[0, 3, 1, 4, 2]","[6, 4]","[2, 9, 7, 10, 6]","[4, 8, 5, 1, 12]","[3, 11]","[5, 2, 3, 0, 0]","[4, 0, 1, 2, 3]","[6, 4]",10,2,4,2,2,19,15,14,10,12,9,6,5,11,6,5,71.49303461,1,4,24,1,4,8,2,2
441,"[1, 2, 12, 5, 8]","[9, 11, 3, 4, 6]","[7, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 24, 21, 19, 13]","[16, 22, 14, 15, 23]","[17, 20]","[3, 2, 1, 3, 1]","[2, 2, 2, 2, 2]","[5, 5]","[8, 10, 11, 6, 1]","[5, 2, 7, 3, 4]","[9, 12]","[3, 2, 0, 2, 3]","[0, 2, 4, 2, 2]","[8, 2]",10,5,5,2,2,18,22,20,1,3,10,6,2,9,6,2,7.037514799,1,6,87,3,1,8,7,3
442,"[2, 11, 4, 3, 8]","[12, 10, 6, 7, 1]","[5, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 24, 20, 14, 13]","[15, 16, 17, 23, 22]","[18, 19]","[1, 0, 2, 5, 2]","[2, 4, 2, 1, 1]","[8, 2]","[2, 9, 11, 10, 5]","[6, 8, 4, 1, 3]","[7, 12]","[1, 3, 0, 5, 1]","[2, 2, 1, 2, 3]","[2, 8]",10,4,3,3,5,14,17,19,11,1,5,9,3,12,2,2,10.9362604,3,17,11,3,8,5,6,3
443,"[4, 10, 8, 7, 6]","[11, 9, 1, 12, 5]","[2, 3]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 23, 16, 17, 18]","[24, 22, 20, 21, 19]","[14, 15]","[1, 2, 6, 0, 1]","[0, 2, 3, 3, 2]","[6, 4]","[2, 7, 1, 4, 11]","[10, 9, 6, 5, 8]","[3, 12]","[1, 6, 2, 0, 1]","[3, 1, 1, 2, 3]","[5, 5]",10,2,2,1,2,16,22,14,6,11,3,4,9,12,6,9,21.86780987,3,11,86,1,4,8,7,3
444,"[4, 5, 8, 1, 10]","[11, 12, 7, 2, 9]","[3, 6]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[20, 13, 19, 21, 18]","[15, 16, 24, 22, 17]","[14, 23]","[4, 2, 2, 1, 1]","[2, 2, 2, 2, 2]","[3, 7]","[7, 8, 2, 11, 4]","[3, 6, 1, 12, 5]","[9, 10]","[1, 1, 3, 3, 2]","[4, 0, 2, 1, 3]","[4, 6]",10,6,3,5,6,18,22,14,8,2,3,8,12,10,2,2,91.48761438,3,27,70,2,2,5,5,3
445,"[5, 9, 11, 6, 7]","[3, 2, 8, 12, 10]","[1, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[24, 15, 23, 20, 19]","[16, 21, 14, 22, 13]","[17, 18]","[3, 1, 4, 2, 0]","[0, 2, 5, 1, 2]","[5, 5]","[9, 5, 10, 3, 8]","[1, 12, 2, 11, 4]","[6, 7]","[1, 2, 2, 3, 2]","[2, 1, 3, 1, 3]","[7, 3]",10,1,4,4,1,19,13,18,9,8,1,8,1,6,5,3,70.24271219,2,6,85,3,10,7,5,1
446,"[11, 9, 6, 8, 1]","[3, 4, 2, 10, 5]","[7, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[16, 24, 18, 23, 14]","[19, 15, 17, 21, 20]","[13, 22]","[1, 5, 0, 1, 3]","[4, 1, 2, 0, 3]","[7, 3]","[3, 5, 8, 2, 4]","[9, 11, 7, 10, 12]","[1, 6]","[1, 2, 1, 3, 3]","[3, 2, 2, 1, 2]","[4, 6]",10,3,5,1,1,16,21,22,1,3,7,5,7,6,3,6,49.08470138,3,16,28,2,8,5,10,1
447,"[6, 1, 5, 7, 9]","[10, 4, 12, 3, 2]","[8, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[14, 17, 20, 22, 23]","[13, 21, 19, 16, 15]","[18, 24]","[0, 3, 1, 2, 4]","[0, 3, 2, 3, 2]","[4, 6]","[3, 2, 11, 7, 12]","[5, 10, 1, 4, 9]","[6, 8]","[2, 4, 1, 1, 2]","[2, 3, 2, 1, 2]","[5, 5]",10,4,2,4,5,20,21,18,9,2,11,2,5,6,4,8,48.10869128,3,3,49,2,10,6,2,1
448,"[11, 10, 8, 7, 12]","[9, 4, 3, 5, 6]","[1, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 20, 14, 15, 18]","[24, 19, 23, 22, 16]","[13, 17]","[3, 3, 1, 3, 0]","[3, 3, 1, 2, 1]","[6, 4]","[1, 5, 2, 10, 8]","[9, 6, 7, 11, 4]","[3, 12]","[2, 5, 0, 2, 1]","[1, 3, 1, 4, 1]","[4, 6]",10,4,4,1,2,18,22,13,7,6,2,1,9,3,2,3,28.50954543,2,8,47,2,3,2,3,1
449,"[11, 10, 3, 6, 9]","[5, 1, 7, 12, 4]","[2, 8]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 22, 16, 13, 20]","[19, 23, 15, 14, 24]","[17, 21]","[2, 2, 1, 2, 3]","[1, 2, 2, 3, 2]","[2, 8]","[9, 7, 5, 12, 2]","[11, 6, 4, 3, 1]","[8, 10]","[3, 1, 2, 2, 2]","[2, 2, 1, 4, 1]","[5, 5]",10,1,1,4,5,18,14,17,10,5,8,7,3,8,4,7,88.87928864,2,1,67,2,9,9,6,3
450,"[3, 5, 2, 10, 9]","[7, 6, 8, 12, 11]","[1, 4]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 19, 23, 21, 15]","[14, 17, 16, 22, 24]","[13, 20]","[2, 2, 3, 2, 1]","[2, 2, 3, 2, 1]","[4, 6]","[10, 1, 7, 5, 3]","[4, 9, 11, 8, 6]","[2, 12]","[1, 2, 4, 1, 2]","[1, 1, 1, 5, 2]","[5, 5]",10,3,1,2,6,23,17,20,5,7,4,10,9,2,4,9,81.99267817,3,17,91,2,2,6,10,3
451,"[3, 1, 12, 8, 6]","[2, 5, 4, 10, 11]","[7, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 23, 20, 24, 18]","[19, 17, 16, 22, 21]","[14, 15]","[3, 0, 2, 2, 3]","[1, 2, 3, 1, 3]","[7, 3]","[8, 11, 4, 12, 9]","[7, 2, 6, 5, 10]","[1, 3]","[1, 1, 1, 2, 5]","[3, 2, 1, 2, 2]","[6, 4]",10,4,1,5,3,23,21,15,6,2,7,11,5,3,1,7,3.538623408,3,5,36,2,8,5,6,1
452,"[11, 8, 2, 6, 3]","[10, 1, 7, 12, 5]","[4, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 22, 23, 14, 18]","[24, 15, 19, 16, 17]","[13, 20]","[3, 3, 0, 3, 1]","[2, 2, 4, 1, 1]","[4, 6]","[5, 9, 4, 7, 8]","[2, 12, 11, 3, 10]","[1, 6]","[2, 2, 0, 3, 3]","[3, 2, 1, 0, 4]","[5, 5]",10,3,3,4,4,22,17,13,3,7,9,7,12,1,4,5,75.12025955,2,9,10,3,6,1,8,2
453,"[11, 6, 1, 2, 7]","[4, 3, 5, 10, 8]","[9, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[21, 24, 14, 16, 22]","[18, 15, 19, 20, 23]","[13, 17]","[3, 2, 0, 2, 3]","[4, 0, 4, 1, 1]","[4, 6]","[11, 8, 4, 3, 10]","[6, 9, 12, 7, 5]","[1, 2]","[1, 3, 1, 0, 5]","[2, 2, 0, 5, 1]","[1, 9]",10,1,6,6,2,16,23,17,2,4,12,3,5,2,5,7,50.42497491,1,7,31,3,9,2,2,1
454,"[5, 11, 1, 6, 9]","[2, 8, 4, 12, 3]","[7, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 21, 23, 20, 17]","[15, 13, 22, 19, 14]","[16, 24]","[3, 2, 3, 1, 1]","[1, 5, 1, 1, 2]","[5, 5]","[1, 3, 8, 10, 9]","[2, 5, 4, 12, 7]","[6, 11]","[3, 1, 3, 2, 1]","[3, 2, 0, 3, 2]","[7, 3]",10,1,1,3,4,20,14,16,11,4,10,10,4,6,6,6,78.51667465,2,26,37,3,7,10,3,2
455,"[4, 6, 12, 3, 8]","[1, 7, 10, 2, 5]","[9, 11]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 23, 24, 15, 14]","[19, 13, 22, 16, 17]","[20, 21]","[0, 1, 2, 4, 3]","[2, 2, 1, 3, 2]","[4, 6]","[12, 2, 5, 11, 6]","[9, 8, 7, 10, 3]","[1, 4]","[0, 1, 5, 0, 4]","[4, 3, 2, 0, 1]","[5, 5]",10,6,2,4,4,14,22,20,8,1,11,5,3,1,6,8,22.27630053,3,29,0,1,8,9,8,2
456,"[1, 7, 5, 3, 8]","[2, 11, 10, 12, 4]","[6, 9]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 20, 15, 19, 13]","[17, 16, 14, 24, 21]","[22, 23]","[2, 3, 0, 2, 3]","[1, 2, 1, 3, 3]","[6, 4]","[4, 6, 8, 2, 9]","[7, 11, 10, 12, 3]","[1, 5]","[4, 1, 3, 0, 2]","[2, 3, 0, 1, 4]","[4, 6]",10,4,6,5,2,13,16,22,8,4,9,2,3,1,2,7,94.47770553,3,1,27,2,1,3,4,3
457,"[5, 11, 1, 4, 2]","[6, 3, 12, 7, 8]","[9, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[19, 17, 15, 22, 21]","[18, 16, 14, 24, 23]","[13, 20]","[3, 1, 2, 2, 2]","[3, 1, 2, 3, 1]","[3, 7]","[7, 1, 4, 3, 5]","[6, 2, 11, 9, 12]","[8, 10]","[1, 0, 2, 4, 3]","[1, 4, 3, 0, 2]","[5, 5]",10,6,4,2,4,22,18,13,1,8,9,1,2,8,2,10,79.94341398,2,5,100,2,9,8,3,1
458,"[12, 7, 2, 3, 11]","[4, 9, 5, 8, 6]","[1, 10]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[13, 24, 19, 20, 17]","[23, 14, 18, 16, 22]","[15, 21]","[2, 4, 3, 1, 0]","[2, 3, 1, 3, 1]","[3, 7]","[1, 11, 6, 7, 8]","[4, 5, 10, 2, 9]","[3, 12]","[3, 1, 1, 1, 4]","[3, 2, 2, 2, 1]","[4, 6]",10,3,5,3,1,24,22,21,2,6,10,11,10,12,4,6,13.76324803,2,22,51,1,7,7,3,3
459,"[8, 11, 3, 6, 10]","[2, 4, 1, 7, 9]","[5, 12]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[18, 14, 21, 20, 15]","[17, 24, 22, 13, 16]","[19, 23]","[2, 3, 2, 1, 2]","[1, 2, 2, 3, 2]","[6, 4]","[8, 10, 11, 2, 12]","[5, 9, 1, 4, 7]","[3, 6]","[1, 2, 3, 1, 3]","[4, 3, 1, 2, 0]","[4, 6]",10,5,2,6,5,15,13,19,11,4,5,2,1,3,5,2,83.18019564,3,2,63,3,5,8,2,1
