participant.id_in_session,participant.risky_urn5_color_code1,participant.risky_urn5_color_code2,participant.risky_urn2_color_code,participant.risky_urn5_num_color1,participant.risky_urn5_num_color2,participant.risky_urn2_num_color,participant.amb1_urn5_color_code1,participant.amb1_urn5_color_code2,participant.amb1_urn2_color_code,participant.amb1_urn5_num_color1,participant.amb1_urn5_num_color2,participant.amb1_urn2_num_color,participant.amb2_urn5_color_code1,participant.amb2_urn5_color_code2,participant.amb2_urn2_color_code,participant.amb2_urn5_num_color1,participant.amb2_urn5_num_color2,participant.amb2_urn2_num_color,session.config.numballs,randomization.1.player.order1,randomization.1.player.order2,randomization.1.player.risk_order,randomization.1.player.ambiguity_order,randomization.1.player.amb1_urn5_colorevent1,randomization.1.player.amb1_urn5_colorevent2,randomization.1.player.amb1_urn2_colorevent,randomization.1.player.risky_urn5_colorevent1,randomization.1.player.risky_urn5_colorevent2,randomization.1.player.risky_urn2_colorevent,randomization.1.player.amb2_urn5_colorevent1,randomization.1.player.amb2_urn5_colorevent2,randomization.1.player.amb2_urn2_colorevent,randomization.1.player.paid_round_1,randomization.1.player.roll_event_1,randomization.1.player.roll_BSR_paid_round_1,randomization.1.player.paid_table_2,randomization.1.player.paid_row_2,randomization.1.player.roll_lottery_2,randomization.1.player.paid_table_3,randomization.1.player.paid_row_3,randomization.1.player.ball_drawn_unknown,randomization.1.player.ball_drawn_known,randomization.1.player.paid_part
557,"[2, 9, 8, 3, 10]","[1, 4, 6, 11, 5]","[7, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[22, 15, 17, 19, 14]","[18, 23, 21, 24, 16]","[13, 20]","[21, 24, 17, 19, 19]","[15, 23, 19, 28, 15]","[53, 47]","[2, 7, 3, 5, 6]","[12, 9, 4, 1, 11]","[8, 10]","[30, 17, 17, 17, 19]","[24, 17, 18, 19, 22]","[48, 52]",100,3,3,1,4,15,24,13,8,11,7,6,12,8,4,19,35.35149952,3,12,46,3,8,84,56,2
558,"[3, 7, 10, 4, 9]","[1, 5, 8, 6, 11]","[2, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 14, 19, 20, 21]","[16, 15, 23, 24, 18]","[17, 22]","[18, 10, 24, 32, 16]","[22, 14, 20, 13, 31]","[46, 54]","[3, 1, 9, 4, 5]","[7, 2, 6, 8, 11]","[10, 12]","[17, 22, 24, 15, 22]","[16, 23, 21, 16, 24]","[43, 57]",100,5,4,6,5,20,18,17,9,11,2,1,11,10,1,99,1.393826373,3,20,57,1,9,66,4,2
559,"[8, 6, 1, 3, 12]","[11, 2, 5, 10, 9]","[4, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 16, 20, 17, 13]","[22, 19, 21, 18, 15]","[14, 24]","[16, 16, 27, 22, 19]","[15, 22, 22, 24, 17]","[47, 53]","[5, 4, 1, 3, 8]","[9, 6, 10, 7, 2]","[11, 12]","[27, 21, 15, 21, 16]","[17, 24, 16, 20, 23]","[52, 48]",100,5,4,1,5,17,18,24,12,10,7,8,6,11,1,61,25.18082373,3,19,45,1,14,38,48,1
560,"[3, 4, 10, 7, 11]","[6, 1, 9, 2, 5]","[8, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 22, 24, 15, 13]","[23, 17, 21, 18, 14]","[16, 19]","[24, 24, 17, 20, 15]","[21, 24, 19, 17, 19]","[49, 51]","[10, 6, 8, 12, 4]","[11, 7, 2, 1, 5]","[3, 9]","[16, 16, 26, 26, 16]","[23, 19, 18, 22, 18]","[60, 40]",100,6,3,1,5,15,23,19,10,5,8,10,7,3,1,66,77.96946204,2,10,70,2,14,74,43,2
561,"[8, 6, 2, 7, 11]","[12, 1, 5, 10, 3]","[4, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[14, 16, 24, 18, 23]","[19, 20, 13, 21, 22]","[15, 17]","[17, 20, 20, 23, 20]","[20, 23, 20, 24, 13]","[62, 38]","[8, 12, 9, 11, 7]","[1, 3, 2, 4, 5]","[6, 10]","[22, 19, 20, 16, 23]","[17, 19, 21, 24, 19]","[53, 47]",100,4,6,2,5,23,21,15,7,12,9,11,1,10,6,99,74.015565,2,12,53,3,7,70,55,2
562,"[1, 11, 2, 4, 10]","[3, 8, 5, 9, 7]","[6, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[22, 20, 24, 23, 19]","[16, 15, 13, 17, 18]","[14, 21]","[19, 17, 23, 18, 23]","[18, 25, 18, 19, 20]","[51, 49]","[3, 10, 11, 2, 9]","[6, 1, 12, 4, 7]","[5, 8]","[22, 16, 24, 18, 20]","[14, 28, 15, 20, 23]","[56, 44]",100,4,1,2,3,24,13,21,1,5,12,3,6,8,3,56,66.73045791,3,11,56,2,7,83,89,2
563,"[2, 11, 12, 3, 10]","[5, 6, 1, 8, 7]","[4, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 14, 20, 13, 17]","[21, 19, 24, 15, 22]","[16, 23]","[25, 20, 14, 22, 19]","[20, 18, 15, 22, 25]","[49, 51]","[3, 4, 7, 5, 6]","[12, 11, 2, 1, 9]","[8, 10]","[18, 16, 15, 21, 30]","[21, 23, 20, 22, 14]","[46, 54]",100,4,2,3,6,17,15,16,12,6,4,4,2,8,5,1,18.43040664,1,21,84,2,19,100,88,1
564,"[3, 6, 7, 2, 5]","[12, 4, 1, 8, 10]","[9, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 14, 19, 20, 22]","[16, 15, 18, 23, 17]","[21, 24]","[17, 21, 28, 18, 16]","[29, 16, 15, 20, 20]","[48, 52]","[10, 11, 1, 7, 8]","[4, 9, 12, 6, 2]","[3, 5]","[15, 19, 28, 20, 18]","[21, 21, 15, 18, 25]","[45, 55]",100,4,4,5,2,13,15,21,6,4,11,11,2,5,2,52,6.046621606,3,8,75,3,12,66,27,2
565,"[11, 9, 3, 12, 1]","[10, 4, 2, 5, 8]","[6, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 19, 24, 18, 23]","[17, 16, 20, 15, 22]","[14, 21]","[19, 22, 18, 22, 19]","[22, 16, 14, 28, 20]","[37, 63]","[1, 8, 12, 5, 10]","[4, 9, 3, 11, 2]","[6, 7]","[17, 23, 18, 23, 19]","[30, 17, 14, 16, 23]","[48, 52]",100,5,1,3,3,23,16,21,9,10,6,1,11,7,4,91,80.01159007,3,29,64,1,11,32,50,3
566,"[7, 4, 8, 11, 1]","[9, 6, 10, 3, 12]","[2, 5]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[22, 24, 14, 20, 16]","[18, 15, 23, 19, 21]","[13, 17]","[19, 23, 20, 21, 17]","[23, 21, 18, 11, 27]","[52, 48]","[5, 9, 1, 2, 7]","[4, 3, 11, 12, 10]","[6, 8]","[17, 19, 20, 27, 17]","[21, 24, 23, 17, 15]","[49, 51]",100,2,3,5,6,20,21,17,8,10,5,9,11,8,4,17,43.41980685,2,21,61,1,7,11,16,3
567,"[2, 8, 10, 9, 12]","[6, 7, 5, 3, 1]","[4, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 16, 23, 22, 13]","[20, 19, 15, 24, 21]","[14, 17]","[18, 17, 23, 22, 20]","[20, 28, 15, 18, 19]","[47, 53]","[9, 8, 11, 6, 7]","[3, 12, 5, 1, 2]","[4, 10]","[20, 22, 21, 14, 23]","[16, 22, 28, 20, 14]","[52, 48]",100,6,2,2,6,18,24,17,12,1,11,11,1,4,1,33,29.18489802,1,2,53,1,1,29,15,1
568,"[5, 11, 6, 8, 3]","[7, 2, 1, 9, 4]","[10, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[21, 13, 16, 22, 20]","[24, 14, 19, 18, 15]","[17, 23]","[24, 12, 26, 17, 21]","[26, 18, 26, 15, 15]","[51, 49]","[3, 10, 6, 4, 8]","[11, 2, 9, 5, 1]","[7, 12]","[17, 19, 23, 24, 17]","[16, 19, 23, 18, 24]","[42, 58]",100,2,2,3,1,22,15,17,3,1,12,6,2,7,4,37,54.35585107,1,24,0,2,12,33,33,2
569,"[9, 10, 2, 5, 11]","[4, 7, 12, 3, 1]","[6, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 13, 18, 22, 24]","[16, 21, 14, 15, 17]","[19, 23]","[17, 20, 27, 19, 17]","[24, 17, 15, 24, 20]","[52, 48]","[6, 12, 2, 9, 7]","[4, 8, 5, 3, 11]","[1, 10]","[22, 25, 17, 18, 18]","[18, 16, 28, 18, 20]","[55, 45]",100,5,2,4,3,13,21,23,5,1,8,9,3,1,1,13,16.85451207,2,12,21,2,2,78,67,1
570,"[3, 8, 5, 6, 1]","[10, 12, 4, 2, 7]","[9, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 22, 21, 24, 15]","[19, 14, 16, 23, 13]","[18, 20]","[21, 17, 25, 18, 19]","[19, 18, 18, 23, 22]","[51, 49]","[12, 8, 6, 5, 3]","[1, 9, 2, 7, 11]","[4, 10]","[19, 20, 19, 24, 18]","[16, 19, 23, 20, 22]","[55, 45]",100,3,4,3,3,22,23,18,6,10,9,3,7,4,6,7,32.00957659,3,21,63,2,16,96,95,3
571,"[10, 9, 5, 7, 8]","[4, 6, 12, 3, 11]","[1, 2]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 15, 24, 13, 17]","[14, 20, 21, 18, 19]","[16, 22]","[25, 15, 24, 23, 13]","[28, 27, 17, 13, 15]","[43, 57]","[6, 12, 1, 8, 3]","[4, 11, 5, 7, 2]","[9, 10]","[19, 15, 17, 26, 23]","[16, 31, 20, 14, 19]","[40, 60]",100,1,6,1,5,23,19,16,7,4,1,3,11,10,6,9,39.38422505,2,7,0,3,5,47,9,2
572,"[5, 10, 4, 3, 11]","[7, 8, 9, 2, 6]","[1, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[22, 20, 19, 18, 15]","[24, 21, 17, 16, 14]","[13, 23]","[24, 23, 18, 17, 18]","[16, 17, 21, 29, 17]","[50, 50]","[10, 5, 11, 9, 8]","[2, 6, 1, 4, 3]","[7, 12]","[25, 24, 18, 19, 14]","[27, 18, 24, 22, 9]","[52, 48]",100,2,2,4,6,19,17,23,4,8,12,10,3,12,3,31,89.18564132,1,18,99,2,16,13,69,2
573,"[10, 4, 6, 5, 3]","[2, 9, 12, 8, 1]","[7, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 19, 22, 23, 17]","[20, 16, 18, 13, 24]","[14, 21]","[18, 20, 25, 16, 21]","[19, 19, 22, 19, 21]","[45, 55]","[12, 1, 5, 7, 11]","[6, 8, 4, 9, 3]","[2, 10]","[12, 22, 18, 22, 26]","[22, 20, 16, 22, 20]","[56, 44]",100,4,2,6,4,23,24,14,5,2,7,7,6,2,3,60,91.29308303,1,20,94,1,10,54,90,2
574,"[5, 12, 10, 2, 8]","[11, 3, 1, 6, 4]","[7, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 16, 19, 18, 20]","[14, 21, 24, 23, 22]","[15, 17]","[23, 19, 19, 17, 22]","[10, 22, 23, 18, 27]","[52, 48]","[1, 10, 11, 9, 5]","[3, 8, 6, 12, 4]","[2, 7]","[16, 17, 24, 24, 19]","[21, 18, 21, 16, 24]","[51, 49]",100,6,2,4,4,20,14,15,5,3,7,9,8,7,1,53,59.98596835,1,20,64,2,5,96,44,2
575,"[9, 6, 11, 4, 1]","[7, 2, 10, 12, 5]","[3, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 21, 18, 13, 24]","[17, 14, 19, 23, 16]","[15, 22]","[25, 21, 20, 22, 12]","[19, 22, 22, 18, 19]","[58, 42]","[11, 1, 7, 10, 3]","[4, 6, 8, 12, 9]","[2, 5]","[26, 7, 27, 19, 21]","[25, 16, 22, 17, 20]","[49, 51]",100,4,5,3,6,24,17,22,6,2,8,3,4,5,2,90,58.51087118,2,28,72,3,15,60,54,1
576,"[4, 6, 12, 11, 9]","[5, 1, 7, 10, 3]","[2, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 18, 24, 14, 17]","[16, 21, 22, 23, 19]","[13, 15]","[23, 22, 20, 13, 22]","[18, 18, 23, 17, 24]","[52, 48]","[5, 10, 2, 1, 4]","[7, 9, 12, 8, 3]","[6, 11]","[21, 27, 15, 19, 18]","[21, 25, 16, 17, 21]","[56, 44]",100,1,4,1,4,17,23,13,6,10,8,5,9,11,5,34,37.18644235,3,5,13,2,18,51,73,1
577,"[5, 1, 8, 10, 6]","[12, 7, 2, 4, 9]","[3, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 19, 16, 23, 14]","[18, 24, 13, 20, 15]","[21, 22]","[15, 22, 23, 20, 20]","[20, 24, 13, 23, 20]","[37, 63]","[10, 5, 6, 7, 1]","[9, 3, 4, 8, 2]","[11, 12]","[28, 19, 18, 14, 21]","[17, 21, 20, 27, 15]","[57, 43]",100,4,2,5,4,16,13,21,6,7,11,7,2,11,1,31,96.01504063,2,24,76,1,14,43,73,2
578,"[1, 8, 4, 3, 11]","[12, 9, 5, 10, 2]","[6, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[14, 13, 19, 24, 15]","[21, 16, 18, 23, 22]","[17, 20]","[20, 28, 21, 13, 18]","[30, 20, 16, 21, 13]","[49, 51]","[4, 1, 11, 7, 5]","[8, 9, 3, 6, 10]","[2, 12]","[18, 20, 19, 20, 23]","[17, 24, 17, 20, 22]","[46, 54]",100,2,5,6,4,14,16,20,8,5,7,4,8,12,3,9,91.19602132,1,23,28,2,14,49,71,2
579,"[7, 2, 3, 6, 11]","[12, 9, 4, 1, 5]","[8, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 22, 24, 15, 16]","[14, 23, 18, 13, 17]","[19, 21]","[22, 17, 16, 20, 25]","[28, 11, 20, 20, 21]","[56, 44]","[12, 1, 9, 6, 3]","[5, 2, 11, 7, 10]","[4, 8]","[16, 22, 12, 29, 21]","[14, 29, 25, 14, 18]","[46, 54]",100,2,6,3,1,22,14,21,11,9,8,12,5,4,6,77,73.56577351,1,26,41,1,5,50,48,3
580,"[2, 3, 8, 5, 10]","[12, 6, 1, 9, 11]","[4, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 21, 17, 23, 14]","[18, 13, 22, 20, 24]","[16, 19]","[19, 19, 22, 20, 20]","[15, 22, 16, 28, 19]","[43, 57]","[8, 2, 1, 11, 5]","[6, 3, 9, 7, 12]","[4, 10]","[24, 16, 20, 24, 16]","[22, 18, 20, 18, 22]","[50, 50]",100,3,4,2,3,17,13,16,5,1,4,2,12,4,2,94,0.790856914,1,6,61,2,9,67,58,3
581,"[10, 5, 3, 6, 4]","[12, 2, 1, 7, 11]","[8, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 24, 19, 18, 21]","[16, 15, 22, 13, 20]","[14, 23]","[16, 22, 18, 29, 15]","[22, 22, 22, 21, 13]","[45, 55]","[11, 1, 4, 5, 8]","[7, 6, 9, 12, 2]","[3, 10]","[23, 26, 17, 15, 19]","[22, 23, 14, 17, 24]","[47, 53]",100,4,3,2,6,21,13,23,10,11,9,8,2,10,6,49,62.90965122,2,1,6,2,13,37,46,2
582,"[6, 5, 8, 2, 4]","[1, 11, 7, 3, 10]","[9, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[22, 23, 15, 13, 19]","[20, 24, 21, 16, 17]","[14, 18]","[23, 19, 19, 21, 18]","[23, 22, 22, 17, 16]","[51, 49]","[1, 7, 11, 9, 4]","[5, 3, 6, 12, 10]","[2, 8]","[21, 22, 17, 17, 23]","[26, 19, 19, 16, 20]","[46, 54]",100,5,5,3,2,15,21,14,5,11,12,7,10,8,1,83,53.00800063,3,18,31,3,2,70,47,2
583,"[1, 10, 3, 9, 12]","[2, 6, 8, 4, 7]","[5, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 20, 14, 16, 21]","[23, 15, 13, 24, 22]","[17, 19]","[20, 21, 21, 18, 20]","[23, 18, 26, 19, 14]","[46, 54]","[12, 11, 9, 7, 8]","[3, 2, 4, 1, 10]","[5, 6]","[18, 18, 22, 21, 21]","[18, 17, 25, 15, 25]","[47, 53]",100,1,2,1,6,18,23,19,12,4,11,11,4,5,4,57,14.13329749,1,10,100,2,7,42,83,1
584,"[2, 11, 1, 3, 7]","[4, 8, 6, 10, 5]","[9, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[19, 13, 21, 24, 22]","[17, 18, 15, 16, 23]","[14, 20]","[21, 23, 23, 18, 15]","[12, 12, 23, 27, 26]","[50, 50]","[6, 7, 8, 4, 12]","[1, 3, 11, 2, 5]","[9, 10]","[16, 17, 23, 26, 18]","[23, 18, 18, 21, 20]","[51, 49]",100,6,1,3,6,24,18,20,7,4,9,7,2,10,1,68,36.95164963,3,15,40,3,6,43,86,1
585,"[11, 1, 10, 3, 4]","[6, 9, 12, 8, 5]","[2, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[15, 17, 24, 19, 14]","[23, 16, 20, 13, 18]","[21, 22]","[16, 21, 26, 23, 14]","[18, 21, 26, 19, 16]","[52, 48]","[12, 4, 1, 9, 8]","[5, 11, 7, 10, 2]","[3, 6]","[20, 23, 17, 21, 19]","[20, 21, 22, 18, 19]","[51, 49]",100,5,6,6,1,24,23,21,1,8,7,4,10,6,2,48,99.48737289,2,27,16,1,19,75,94,2
586,"[10, 4, 12, 3, 9]","[6, 7, 8, 1, 11]","[2, 5]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 15, 21, 14, 17]","[13, 19, 22, 23, 24]","[16, 20]","[21, 16, 21, 21, 21]","[15, 22, 24, 22, 17]","[53, 47]","[5, 11, 2, 3, 10]","[9, 4, 6, 1, 8]","[7, 12]","[26, 19, 12, 24, 19]","[12, 21, 31, 18, 18]","[50, 50]",100,5,1,2,1,18,22,16,9,6,5,2,9,7,1,3,2.114557593,3,7,67,1,10,12,4,1
587,"[8, 1, 6, 4, 5]","[7, 2, 11, 12, 9]","[3, 10]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 22, 21, 17, 23]","[16, 15, 18, 24, 13]","[14, 19]","[20, 21, 17, 25, 17]","[19, 25, 17, 21, 18]","[56, 44]","[11, 4, 1, 6, 9]","[2, 7, 5, 3, 10]","[8, 12]","[13, 29, 23, 16, 19]","[18, 27, 22, 13, 20]","[54, 46]",100,1,3,1,1,21,18,19,4,12,3,6,10,8,5,11,84.40231596,1,20,6,2,9,88,57,1
588,"[5, 1, 2, 11, 3]","[8, 7, 9, 6, 4]","[10, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 21, 14, 13, 24]","[18, 22, 16, 23, 19]","[15, 17]","[16, 16, 25, 23, 20]","[16, 21, 18, 20, 25]","[60, 40]","[10, 3, 8, 4, 1]","[11, 6, 2, 9, 7]","[5, 12]","[20, 23, 19, 21, 17]","[13, 16, 24, 22, 25]","[50, 50]",100,5,5,3,6,14,19,15,5,4,12,4,11,5,6,69,33.65161491,2,23,92,2,1,30,49,2
589,"[7, 2, 3, 11, 8]","[10, 4, 9, 12, 5]","[1, 6]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 16, 20, 17, 15]","[18, 24, 14, 22, 13]","[19, 21]","[24, 19, 32, 11, 14]","[19, 18, 14, 24, 25]","[56, 44]","[11, 12, 1, 5, 9]","[8, 10, 7, 3, 4]","[2, 6]","[21, 17, 25, 13, 24]","[20, 19, 21, 24, 16]","[41, 59]",100,6,6,6,6,23,13,19,7,9,1,5,8,2,1,43,81.43469664,3,9,53,2,5,65,57,2
590,"[6, 1, 3, 2, 8]","[5, 9, 4, 11, 10]","[7, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[14, 22, 24, 17, 13]","[21, 15, 20, 23, 16]","[18, 19]","[23, 23, 15, 22, 17]","[20, 25, 19, 14, 22]","[53, 47]","[8, 11, 3, 12, 2]","[1, 10, 9, 4, 7]","[5, 6]","[25, 13, 16, 21, 25]","[26, 17, 19, 12, 26]","[48, 52]",100,3,1,3,3,17,16,19,8,5,12,8,4,5,6,18,89.30875702,1,27,10,1,20,18,85,2
591,"[4, 3, 7, 5, 1]","[12, 9, 10, 2, 8]","[6, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[22, 20, 18, 23, 14]","[24, 21, 16, 15, 19]","[13, 17]","[21, 20, 15, 23, 21]","[19, 20, 16, 23, 22]","[56, 44]","[3, 12, 7, 11, 1]","[5, 9, 8, 2, 10]","[4, 6]","[23, 17, 15, 26, 19]","[21, 18, 27, 14, 20]","[48, 52]",100,2,3,2,4,22,15,13,3,10,6,7,2,4,4,22,57.81369851,2,25,6,3,20,56,97,2
592,"[10, 7, 5, 6, 8]","[4, 1, 12, 2, 11]","[3, 9]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 13, 24, 21, 14]","[23, 16, 19, 20, 18]","[15, 22]","[21, 17, 21, 17, 24]","[20, 18, 26, 19, 17]","[47, 53]","[8, 6, 5, 1, 11]","[12, 9, 3, 4, 2]","[7, 10]","[16, 18, 18, 31, 17]","[13, 21, 21, 21, 24]","[44, 56]",100,1,5,2,3,14,19,15,8,11,3,8,4,7,1,2,5.55802622,2,19,43,3,18,93,62,3
593,"[1, 6, 8, 11, 10]","[5, 2, 12, 9, 3]","[4, 7]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[23, 16, 22, 24, 17]","[20, 21, 15, 13, 18]","[14, 19]","[26, 18, 19, 21, 16]","[17, 15, 20, 24, 24]","[48, 52]","[6, 2, 1, 4, 12]","[5, 10, 3, 7, 11]","[8, 9]","[23, 16, 25, 22, 14]","[14, 20, 17, 30, 19]","[45, 55]",100,4,3,4,5,24,15,19,8,12,4,12,7,8,4,60,24.57258884,2,6,100,3,3,76,55,2
594,"[1, 7, 6, 3, 5]","[2, 8, 12, 10, 9]","[4, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[21, 17, 18, 20, 24]","[22, 23, 19, 15, 14]","[13, 16]","[18, 25, 17, 23, 17]","[21, 18, 27, 18, 16]","[49, 51]","[8, 4, 2, 6, 11]","[5, 9, 7, 1, 12]","[3, 10]","[22, 27, 18, 19, 14]","[20, 20, 20, 20, 20]","[39, 61]",100,2,6,2,4,21,14,16,5,9,11,6,7,3,3,50,16.13265379,1,23,10,3,13,74,34,1
595,"[12, 7, 5, 9, 1]","[8, 6, 3, 10, 4]","[2, 11]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[18, 19, 20, 17, 14]","[24, 23, 13, 21, 16]","[15, 22]","[20, 17, 18, 23, 22]","[15, 16, 21, 26, 22]","[50, 50]","[12, 3, 4, 2, 9]","[1, 7, 11, 5, 10]","[6, 8]","[13, 18, 27, 27, 15]","[24, 16, 23, 18, 19]","[60, 40]",100,2,4,3,4,17,23,15,7,8,2,12,10,8,4,82,10.75764914,1,21,71,1,12,75,60,1
596,"[5, 1, 2, 7, 3]","[10, 11, 6, 4, 9]","[8, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[13, 15, 16, 22, 18]","[19, 20, 21, 23, 14]","[17, 24]","[17, 19, 16, 19, 29]","[27, 17, 19, 14, 23]","[49, 51]","[2, 4, 11, 10, 1]","[5, 12, 7, 6, 3]","[8, 9]","[22, 18, 17, 21, 22]","[23, 25, 19, 15, 18]","[54, 46]",100,5,3,3,3,15,20,17,1,4,8,4,7,8,2,44,48.42555583,1,6,46,2,13,9,19,2
597,"[7, 2, 12, 1, 6]","[10, 3, 9, 11, 8]","[4, 5]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[17, 18, 21, 20, 15]","[13, 14, 24, 23, 22]","[16, 19]","[17, 29, 18, 19, 17]","[18, 19, 27, 24, 12]","[51, 49]","[4, 10, 6, 1, 9]","[3, 2, 11, 8, 7]","[5, 12]","[20, 21, 25, 20, 14]","[24, 18, 24, 14, 20]","[55, 45]",100,4,5,2,6,17,22,19,2,10,4,6,3,5,1,58,45.32586003,1,19,84,3,6,45,13,1
598,"[1, 5, 10, 9, 3]","[2, 7, 12, 6, 11]","[4, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[16, 17, 21, 24, 14]","[20, 13, 15, 22, 19]","[18, 23]","[18, 28, 13, 17, 24]","[25, 9, 24, 23, 19]","[49, 51]","[11, 2, 3, 7, 4]","[9, 6, 8, 1, 5]","[10, 12]","[19, 16, 16, 25, 24]","[13, 18, 26, 18, 25]","[50, 50]",100,4,3,5,5,21,15,18,9,11,4,7,1,12,5,19,91.11609521,3,17,67,3,20,92,1,2
599,"[4, 3, 2, 12, 7]","[10, 11, 9, 1, 6]","[5, 8]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[19, 20, 13, 18, 16]","[14, 21, 22, 24, 17]","[15, 23]","[21, 26, 19, 12, 22]","[19, 20, 22, 19, 20]","[61, 39]","[5, 2, 7, 9, 6]","[11, 10, 8, 1, 4]","[3, 12]","[22, 24, 16, 20, 18]","[19, 14, 25, 23, 19]","[56, 44]",100,1,5,2,6,13,21,15,7,10,8,9,8,3,2,78,2.746994452,2,12,57,1,9,28,2,2
600,"[3, 4, 9, 7, 1]","[5, 11, 10, 6, 8]","[2, 12]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[20, 20, 20, 20, 20]","[16, 23, 24, 14, 15]","[21, 18, 22, 19, 17]","[13, 20]","[13, 18, 18, 24, 27]","[27, 21, 19, 15, 18]","[47, 53]","[11, 5, 4, 12, 9]","[2, 7, 10, 3, 6]","[1, 8]","[17, 20, 25, 19, 19]","[21, 24, 18, 11, 26]","[42, 58]",100,1,6,5,3,15,17,13,3,10,12,5,7,1,6,35,10.47475953,3,26,47,1,7,44,70,1
